participant_id,timestamp_ms,event_type,study_state,condition_index,block_number,condition_block_index,blocks_per_condition,trial_in_block,global_trial_number,technique,size_level,spacing_level,x,y,captured_target_id,goal_target_id,is_goal_selection,wrong_target_clicks,miss_clicks,path_length_px
1,1772829736151,practice_intro,rest,,,,,0,0,,,,,,,-1,,0,0,0
1,1772829740190,practice_block_start,running,PRACTICE,0,1,3,0,0,POINT,L,MED,,,,-1,,0,0,0
1,1772829740190,trial_start,running,PRACTICE,0,1,3,1,0,POINT,L,MED,,,,29,,0,0,0
1,1772829741480,practice_trial_success,running,PRACTICE,0,1,3,1,0,POINT,L,MED,348,155.125,29,29,1,0,0,385.188
1,1772829741481,trial_start,running,PRACTICE,0,1,3,2,0,POINT,L,MED,,,,6,,0,0,0
1,1772829742380,trial_error_click,running,PRACTICE,0,1,3,2,0,POINT,L,MED,41,207.125,-1,6,0,0,1,337.1
1,1772829742758,practice_trial_success,running,PRACTICE,0,1,3,2,0,POINT,L,MED,47,205.125,6,6,1,0,1,343.929
1,1772829742758,trial_start,running,PRACTICE,0,1,3,3,0,POINT,L,MED,,,,9,,0,0,0
1,1772829743958,practice_trial_success,running,PRACTICE,0,1,3,3,0,POINT,L,MED,341,461.125,9,9,1,0,0,567.487
1,1772829743958,trial_start,running,PRACTICE,0,1,3,4,0,POINT,L,MED,,,,19,,0,0,0
1,1772829745187,practice_trial_success,running,PRACTICE,0,1,3,4,0,POINT,L,MED,697,245.125,19,19,1,0,0,655.125
1,1772829745187,trial_start,running,PRACTICE,0,1,3,5,0,POINT,L,MED,,,,26,,0,0,0
1,1772829746126,practice_trial_success,running,PRACTICE,0,1,3,5,0,POINT,L,MED,176,70.125,26,26,1,0,0,581.184
1,1772829746126,practice_block_end,running,PRACTICE,0,1,3,5,0,POINT,L,MED,,,,26,,0,0,581.184
1,1772829746127,intro_screen,rest,PRACTICE,0,1,3,5,0,POINT,L,MED,,,,-1,,0,0,581.184
1,1772829747267,block_start,running,0,1,1,3,0,0,BUBBLE,S,MED,,,,-1,,0,0,581.184
1,1772829747267,trial_start,running,0,1,1,3,1,1,BUBBLE,S,MED,,,,5,,0,0,0
1,1772829748392,trial_success,running,0,1,1,3,1,1,BUBBLE,S,MED,442,151.125,5,5,1,0,0,311.428
1,1772829748392,trial_start,running,0,1,1,3,2,2,BUBBLE,S,MED,,,,2,,0,0,0
1,1772829749315,trial_success,running,0,1,1,3,2,2,BUBBLE,S,MED,658,67.125,2,2,1,0,0,248.729
1,1772829749315,trial_start,running,0,1,1,3,3,3,BUBBLE,S,MED,,,,3,,0,0,0
1,1772829750214,trial_success,running,0,1,1,3,3,3,BUBBLE,S,MED,511,237.125,3,3,1,0,0,230.131
1,1772829750214,trial_start,running,0,1,1,3,4,4,BUBBLE,S,MED,,,,7,,0,0,0
1,1772829751151,trial_success,running,0,1,1,3,4,4,BUBBLE,S,MED,842,360.125,7,7,1,0,0,395.9
1,1772829751151,trial_start,running,0,1,1,3,5,5,BUBBLE,S,MED,,,,19,,0,0,0
1,1772829751946,trial_success,running,0,1,1,3,5,5,BUBBLE,S,MED,823,109.125,19,19,1,0,0,285.632
1,1772829751946,block_end,running,0,1,1,3,5,5,BUBBLE,S,MED,,,,19,,0,0,285.632
1,1772829751946,rest_screen,rest,0,1,1,3,5,5,BUBBLE,S,MED,,,,-1,,0,0,285.632
1,1772829752773,block_start,running,0,2,2,3,0,5,BUBBLE,S,MED,,,,-1,,0,0,285.632
1,1772829752773,trial_start,running,0,2,2,3,1,6,BUBBLE,S,MED,,,,23,,0,0,0
1,1772829753837,trial_success,running,0,2,2,3,1,6,BUBBLE,S,MED,177,249.125,23,23,1,0,0,397.74
1,1772829753837,trial_start,running,0,2,2,3,2,7,BUBBLE,S,MED,,,,13,,0,0,0
1,1772829754703,trial_success,running,0,2,2,3,2,7,BUBBLE,S,MED,272,344.125,13,13,1,0,0,206.745
1,1772829754703,trial_start,running,0,2,2,3,3,8,BUBBLE,S,MED,,,,17,,0,0,0
1,1772829755322,trial_success,running,0,2,2,3,3,8,BUBBLE,S,MED,194,339.125,17,17,1,0,0,127.229
1,1772829755322,trial_start,running,0,2,2,3,4,9,BUBBLE,S,MED,,,,2,,0,0,0
1,1772829756123,trial_success,running,0,2,2,3,4,9,BUBBLE,S,MED,393,377.125,2,2,1,0,0,211.761
1,1772829756123,trial_start,running,0,2,2,3,5,10,BUBBLE,S,MED,,,,17,,0,0,0
1,1772829756866,trial_success,running,0,2,2,3,5,10,BUBBLE,S,MED,182,329.125,17,17,1,0,0,235.129
1,1772829756866,block_end,running,0,2,2,3,5,10,BUBBLE,S,MED,,,,17,,0,0,235.129
1,1772829756866,rest_screen,rest,0,2,2,3,5,10,BUBBLE,S,MED,,,,-1,,0,0,235.129
1,1772829757528,block_start,running,0,3,3,3,0,10,BUBBLE,S,MED,,,,-1,,0,0,235.129
1,1772829757528,trial_start,running,0,3,3,3,1,11,BUBBLE,S,MED,,,,4,,0,0,0
1,1772829758486,trial_success,running,0,3,3,3,1,11,BUBBLE,S,MED,775,325.125,4,4,1,0,0,480.987
1,1772829758486,trial_start,running,0,3,3,3,2,12,BUBBLE,S,MED,,,,26,,0,0,0
1,1772829759514,trial_success,running,0,3,3,3,2,12,BUBBLE,S,MED,143,124.125,26,26,1,0,0,674.738
1,1772829759515,trial_start,running,0,3,3,3,3,13,BUBBLE,S,MED,,,,18,,0,0,0
1,1772829760205,trial_success,running,0,3,3,3,3,13,BUBBLE,S,MED,90,66.125,18,18,1,0,0,118.482
1,1772829760205,trial_start,running,0,3,3,3,4,14,BUBBLE,S,MED,,,,0,,0,0,0
1,1772829761105,trial_success,running,0,3,3,3,4,14,BUBBLE,S,MED,615,407.125,0,0,1,0,0,656.871
1,1772829761105,trial_start,running,0,3,3,3,5,15,BUBBLE,S,MED,,,,7,,0,0,0
1,1772829762108,trial_success,running,0,3,3,3,5,15,BUBBLE,S,MED,99,434.125,7,7,1,0,0,536.441
1,1772829762108,block_end,running,0,3,3,3,5,15,BUBBLE,S,MED,,,,7,,0,0,536.441
1,1772829762109,rest_screen,rest,0,3,3,3,5,15,BUBBLE,S,MED,,,,-1,,0,0,536.441
1,1772829763461,block_start,running,1,4,1,3,0,15,BUBBLE,M,MED,,,,-1,,0,0,536.441
1,1772829763461,trial_start,running,1,4,1,3,1,16,BUBBLE,M,MED,,,,12,,0,0,0
1,1772829764511,trial_success,running,1,4,1,3,1,16,BUBBLE,M,MED,651,436.125,12,12,1,0,0,353.206
1,1772829764511,trial_start,running,1,4,1,3,2,17,BUBBLE,M,MED,,,,15,,0,0,0
1,1772829765509,trial_success,running,1,4,1,3,2,17,BUBBLE,M,MED,257,151.125,15,15,1,0,0,496.793
1,1772829765509,trial_start,running,1,4,1,3,3,18,BUBBLE,M,MED,,,,2,,0,0,0
1,1772829766193,trial_success,running,1,4,1,3,3,18,BUBBLE,M,MED,241,216.125,2,2,1,0,0,74.348
1,1772829766193,trial_start,running,1,4,1,3,4,19,BUBBLE,M,MED,,,,22,,0,0,0
1,1772829767047,trial_success,running,1,4,1,3,4,19,BUBBLE,M,MED,498,436.125,22,22,1,0,0,357.237
1,1772829767047,trial_start,running,1,4,1,3,5,20,BUBBLE,M,MED,,,,28,,0,0,0
1,1772829767825,trial_error_click,running,1,4,1,3,5,20,BUBBLE,M,MED,369,446.125,23,28,0,1,0,202.711
1,1772829768215,trial_success,running,1,4,1,3,5,20,BUBBLE,M,MED,353,456.125,28,28,1,1,0,223.238
1,1772829768215,block_end,running,1,4,1,3,5,20,BUBBLE,M,MED,,,,28,,1,0,223.238
1,1772829768215,rest_screen,rest,1,4,1,3,5,20,BUBBLE,M,MED,,,,-1,,1,0,223.238
1,1772829769341,block_start,running,1,5,2,3,0,20,BUBBLE,M,MED,,,,-1,,1,0,223.238
1,1772829769341,trial_start,running,1,5,2,3,1,21,BUBBLE,M,MED,,,,21,,0,0,0
1,1772829770276,trial_success,running,1,5,2,3,1,21,BUBBLE,M,MED,501,257.125,21,21,1,0,0,98.378
1,1772829770276,trial_start,running,1,5,2,3,2,22,BUBBLE,M,MED,,,,29,,0,0,0
1,1772829771177,trial_success,running,1,5,2,3,2,22,BUBBLE,M,MED,811,452.125,29,29,1,0,0,405.955
1,1772829771177,trial_start,running,1,5,2,3,3,23,BUBBLE,M,MED,,,,7,,0,0,0
1,1772829771844,trial_success,running,1,5,2,3,3,23,BUBBLE,M,MED,786,361.125,7,7,1,0,0,101.27
1,1772829771844,trial_start,running,1,5,2,3,4,24,BUBBLE,M,MED,,,,27,,0,0,0
1,1772829772803,trial_success,running,1,5,2,3,4,24,BUBBLE,M,MED,67,343.125,27,27,1,0,0,742.185
1,1772829772803,trial_start,running,1,5,2,3,5,25,BUBBLE,M,MED,,,,2,,0,0,0
1,1772829773869,trial_success,running,1,5,2,3,5,25,BUBBLE,M,MED,843,240.125,2,2,1,0,0,794.039
1,1772829773869,block_end,running,1,5,2,3,5,25,BUBBLE,M,MED,,,,2,,0,0,794.039
1,1772829773869,rest_screen,rest,1,5,2,3,5,25,BUBBLE,M,MED,,,,-1,,0,0,794.039
1,1772829774611,block_start,running,1,6,3,3,0,25,BUBBLE,M,MED,,,,-1,,0,0,794.039
1,1772829774611,trial_start,running,1,6,3,3,1,26,BUBBLE,M,MED,,,,5,,0,0,0
1,1772829775511,trial_success,running,1,6,3,3,1,26,BUBBLE,M,MED,484,389.125,5,5,1,0,0,257.312
1,1772829775511,trial_start,running,1,6,3,3,2,27,BUBBLE,M,MED,,,,27,,0,0,0
1,1772829776397,trial_success,running,1,6,3,3,2,27,BUBBLE,M,MED,638,41.125,27,27,1,0,0,408.17
1,1772829776397,trial_start,running,1,6,3,3,3,28,BUBBLE,M,MED,,,,12,,0,0,0
1,1772829777244,trial_success,running,1,6,3,3,3,28,BUBBLE,M,MED,556,50.125,12,12,1,0,0,223.95
1,1772829777245,trial_start,running,1,6,3,3,4,29,BUBBLE,M,MED,,,,0,,0,0,0
1,1772829778107,trial_success,running,1,6,3,3,4,29,BUBBLE,M,MED,201,246.125,0,0,1,0,0,431.966
1,1772829778107,trial_start,running,1,6,3,3,5,30,BUBBLE,M,MED,,,,6,,0,0,0
1,1772829779179,trial_success,running,1,6,3,3,5,30,BUBBLE,M,MED,795,80.125,6,6,1,0,0,620.407
1,1772829779179,block_end,running,1,6,3,3,5,30,BUBBLE,M,MED,,,,6,,0,0,620.407
1,1772829779179,rest_screen,rest,1,6,3,3,5,30,BUBBLE,M,MED,,,,-1,,0,0,620.407
1,1772829780137,block_start,running,2,7,1,3,0,30,BUBBLE,L,MED,,,,-1,,0,0,620.407
1,1772829780138,trial_start,running,2,7,1,3,1,31,BUBBLE,L,MED,,,,6,,0,0,0
1,1772829781023,trial_success,running,2,7,1,3,1,31,BUBBLE,L,MED,891,127.125,6,6,1,0,0,504.136
1,1772829781023,trial_start,running,2,7,1,3,2,32,BUBBLE,L,MED,,,,21,,0,0,0
1,1772829781886,trial_success,running,2,7,1,3,2,32,BUBBLE,L,MED,461,352.125,21,21,1,0,0,502.113
1,1772829781886,trial_start,running,2,7,1,3,3,33,BUBBLE,L,MED,,,,17,,0,0,0
1,1772829782756,trial_success,running,2,7,1,3,3,33,BUBBLE,L,MED,692,197.125,17,17,1,0,0,292.29
1,1772829782757,trial_start,running,2,7,1,3,4,34,BUBBLE,L,MED,,,,27,,0,0,0
1,1772829783449,trial_success,running,2,7,1,3,4,34,BUBBLE,L,MED,631,85.125,27,27,1,0,0,135.975
1,1772829783449,trial_start,running,2,7,1,3,5,35,BUBBLE,L,MED,,,,18,,0,0,0
1,1772829784346,trial_success,running,2,7,1,3,5,35,BUBBLE,L,MED,200,437.125,18,18,1,0,0,613.901
1,1772829784346,block_end,running,2,7,1,3,5,35,BUBBLE,L,MED,,,,18,,0,0,613.901
1,1772829784346,rest_screen,rest,2,7,1,3,5,35,BUBBLE,L,MED,,,,-1,,0,0,613.901
1,1772829785534,block_start,running,2,8,2,3,0,35,BUBBLE,L,MED,,,,-1,,0,0,613.901
1,1772829785534,trial_start,running,2,8,2,3,1,36,BUBBLE,L,MED,,,,17,,0,0,0
1,1772829787085,trial_success,running,2,8,2,3,1,36,BUBBLE,L,MED,692,368.125,17,17,1,0,0,303.366
1,1772829787085,trial_start,running,2,8,2,3,2,37,BUBBLE,L,MED,,,,3,,0,0,0
1,1772829787804,trial_success,running,2,8,2,3,2,37,BUBBLE,L,MED,720,280.125,3,3,1,0,0,227.938
1,1772829787804,trial_start,running,2,8,2,3,3,38,BUBBLE,L,MED,,,,26,,0,0,0
1,1772829788741,trial_success,running,2,8,2,3,3,38,BUBBLE,L,MED,217,430.125,26,26,1,0,0,531.852
1,1772829788741,trial_start,running,2,8,2,3,4,39,BUBBLE,L,MED,,,,17,,0,0,0
1,1772829789596,trial_success,running,2,8,2,3,4,39,BUBBLE,L,MED,724,392.125,17,17,1,0,0,560.127
1,1772829789596,trial_start,running,2,8,2,3,5,40,BUBBLE,L,MED,,,,28,,0,0,0
1,1772829790624,trial_success,running,2,8,2,3,5,40,BUBBLE,L,MED,139,64.125,28,28,1,0,0,708.596
1,1772829790624,block_end,running,2,8,2,3,5,40,BUBBLE,L,MED,,,,28,,0,0,708.596
1,1772829790625,rest_screen,rest,2,8,2,3,5,40,BUBBLE,L,MED,,,,-1,,0,0,708.596
1,1772829791375,block_start,running,2,9,3,3,0,40,BUBBLE,L,MED,,,,-1,,0,0,708.596
1,1772829791375,trial_start,running,2,9,3,3,1,41,BUBBLE,L,MED,,,,2,,0,0,0
1,1772829792132,trial_success,running,2,9,3,3,1,41,BUBBLE,L,MED,393,423.125,2,2,1,0,0,183.944
1,1772829792132,trial_start,running,2,9,3,3,2,42,BUBBLE,L,MED,,,,23,,0,0,0
1,1772829792905,trial_success,running,2,9,3,3,2,42,BUBBLE,L,MED,554,67.125,23,23,1,0,0,394.014
1,1772829792905,trial_start,running,2,9,3,3,3,43,BUBBLE,L,MED,,,,16,,0,0,0
1,1772829793700,trial_success,running,2,9,3,3,3,43,BUBBLE,L,MED,162,254.125,16,16,1,0,0,444.093
1,1772829793700,trial_start,running,2,9,3,3,4,44,BUBBLE,L,MED,,,,23,,0,0,0
1,1772829794457,trial_success,running,2,9,3,3,4,44,BUBBLE,L,MED,576,68.125,23,23,1,0,0,464.671
1,1772829794457,trial_start,running,2,9,3,3,5,45,BUBBLE,L,MED,,,,14,,0,0,0
1,1772829795402,trial_success,running,2,9,3,3,5,45,BUBBLE,L,MED,176,322.125,14,14,1,0,0,515.473
1,1772829795402,block_end,running,2,9,3,3,5,45,BUBBLE,L,MED,,,,14,,0,0,515.473
1,1772829795403,rest_screen,rest,2,9,3,3,5,45,BUBBLE,L,MED,,,,-1,,0,0,515.473
1,1772829796106,block_start,running,3,10,1,3,0,45,BUBBLE,S,LOOSE,,,,-1,,0,0,515.473
1,1772829796106,trial_start,running,3,10,1,3,1,46,BUBBLE,S,LOOSE,,,,8,,0,0,0
1,1772829797041,trial_success,running,3,10,1,3,1,46,BUBBLE,S,LOOSE,179,60.125,8,8,1,0,0,410.663
1,1772829797041,trial_start,running,3,10,1,3,2,47,BUBBLE,S,LOOSE,,,,27,,0,0,0
1,1772829798236,trial_success,running,3,10,1,3,2,47,BUBBLE,S,LOOSE,903,455.125,27,27,1,0,0,880.716
1,1772829798236,trial_start,running,3,10,1,3,3,48,BUBBLE,S,LOOSE,,,,1,,0,0,0
1,1772829799248,trial_success,running,3,10,1,3,3,48,BUBBLE,S,LOOSE,479,479.125,1,1,1,0,0,463.158
1,1772829799248,trial_start,running,3,10,1,3,4,49,BUBBLE,S,LOOSE,,,,20,,0,0,0
1,1772829800083,trial_success,running,3,10,1,3,4,49,BUBBLE,S,LOOSE,328,198.125,20,20,1,0,0,325.889
1,1772829800083,trial_start,running,3,10,1,3,5,50,BUBBLE,S,LOOSE,,,,13,,0,0,0
1,1772829800937,trial_success,running,3,10,1,3,5,50,BUBBLE,S,LOOSE,411,50.125,13,13,1,0,0,179.094
1,1772829800937,block_end,running,3,10,1,3,5,50,BUBBLE,S,LOOSE,,,,13,,0,0,179.094
1,1772829800937,rest_screen,rest,3,10,1,3,5,50,BUBBLE,S,LOOSE,,,,-1,,0,0,179.094
1,1772829801633,block_start,running,3,11,2,3,0,50,BUBBLE,S,LOOSE,,,,-1,,0,0,179.094
1,1772829801633,trial_start,running,3,11,2,3,1,51,BUBBLE,S,LOOSE,,,,10,,0,0,0
1,1772829802684,trial_success,running,3,11,2,3,1,51,BUBBLE,S,LOOSE,104,115.125,10,10,1,0,0,380.004
1,1772829802684,trial_start,running,3,11,2,3,2,52,BUBBLE,S,LOOSE,,,,11,,0,0,0
1,1772829803614,trial_success,running,3,11,2,3,2,52,BUBBLE,S,LOOSE,660,293.125,11,11,1,0,0,617.827
1,1772829803614,trial_start,running,3,11,2,3,3,53,BUBBLE,S,LOOSE,,,,27,,0,0,0
1,1772829804326,trial_success,running,3,11,2,3,3,53,BUBBLE,S,LOOSE,486,313.125,27,27,1,0,0,242.496
1,1772829804326,trial_start,running,3,11,2,3,4,54,BUBBLE,S,LOOSE,,,,26,,0,0,0
1,1772829805255,trial_success,running,3,11,2,3,4,54,BUBBLE,S,LOOSE,938,298.125,26,26,1,0,0,506.998
1,1772829805256,trial_start,running,3,11,2,3,5,55,BUBBLE,S,LOOSE,,,,15,,0,0,0
1,1772829806185,trial_success,running,3,11,2,3,5,55,BUBBLE,S,LOOSE,494,105.125,15,15,1,0,0,507.045
1,1772829806185,block_end,running,3,11,2,3,5,55,BUBBLE,S,LOOSE,,,,15,,0,0,507.045
1,1772829806186,rest_screen,rest,3,11,2,3,5,55,BUBBLE,S,LOOSE,,,,-1,,0,0,507.045
1,1772829806801,block_start,running,3,12,3,3,0,55,BUBBLE,S,LOOSE,,,,-1,,0,0,507.045
1,1772829806801,trial_start,running,3,12,3,3,1,56,BUBBLE,S,LOOSE,,,,4,,0,0,0
1,1772829807867,trial_success,running,3,12,3,3,1,56,BUBBLE,S,LOOSE,458,210.125,4,4,1,0,0,369.602
1,1772829807867,trial_start,running,3,12,3,3,2,57,BUBBLE,S,LOOSE,,,,1,,0,0,0
1,1772829808677,trial_success,running,3,12,3,3,2,57,BUBBLE,S,LOOSE,532,150.125,1,1,1,0,0,168.434
1,1772829808677,trial_start,running,3,12,3,3,3,58,BUBBLE,S,LOOSE,,,,19,,0,0,0
1,1772829809561,trial_success,running,3,12,3,3,3,58,BUBBLE,S,LOOSE,494,253.125,19,19,1,0,0,188.358
1,1772829809562,trial_start,running,3,12,3,3,4,59,BUBBLE,S,LOOSE,,,,25,,0,0,0
1,1772829810311,trial_success,running,3,12,3,3,4,59,BUBBLE,S,LOOSE,220,333.125,25,25,1,0,0,295.486
1,1772829810312,trial_start,running,3,12,3,3,5,60,BUBBLE,S,LOOSE,,,,10,,0,0,0
1,1772829811180,trial_success,running,3,12,3,3,5,60,BUBBLE,S,LOOSE,616,147.125,10,10,1,0,0,458.097
1,1772829811180,block_end,running,3,12,3,3,5,60,BUBBLE,S,LOOSE,,,,10,,0,0,458.097
1,1772829811180,rest_screen,rest,3,12,3,3,5,60,BUBBLE,S,LOOSE,,,,-1,,0,0,458.097
1,1772829811751,block_start,running,4,13,1,3,0,60,BUBBLE,L,TIGHT,,,,-1,,0,0,458.097
1,1772829811751,trial_start,running,4,13,1,3,1,61,BUBBLE,L,TIGHT,,,,26,,0,0,0
1,1772829812532,trial_success,running,4,13,1,3,1,61,BUBBLE,L,TIGHT,613,147.125,26,26,1,0,0,301.042
1,1772829812533,trial_start,running,4,13,1,3,2,62,BUBBLE,L,TIGHT,,,,29,,0,0,0
1,1772829813319,trial_success,running,4,13,1,3,2,62,BUBBLE,L,TIGHT,681,54.125,29,29,1,0,0,149.792
1,1772829813319,trial_start,running,4,13,1,3,3,63,BUBBLE,L,TIGHT,,,,28,,0,0,0
1,1772829814435,trial_success,running,4,13,1,3,3,63,BUBBLE,L,TIGHT,83,168.125,28,28,1,0,0,680.249
1,1772829814435,trial_start,running,4,13,1,3,4,64,BUBBLE,L,TIGHT,,,,22,,0,0,0
1,1772829815449,trial_success,running,4,13,1,3,4,64,BUBBLE,L,TIGHT,781,170.125,22,22,1,0,0,749.062
1,1772829815449,trial_start,running,4,13,1,3,5,65,BUBBLE,L,TIGHT,,,,8,,0,0,0
1,1772829816400,trial_success,running,4,13,1,3,5,65,BUBBLE,L,TIGHT,729,408.125,8,8,1,0,0,253.425
1,1772829816401,block_end,running,4,13,1,3,5,65,BUBBLE,L,TIGHT,,,,8,,0,0,253.425
1,1772829816401,rest_screen,rest,4,13,1,3,5,65,BUBBLE,L,TIGHT,,,,-1,,0,0,253.425
1,1772829817001,block_start,running,4,14,2,3,0,65,BUBBLE,L,TIGHT,,,,-1,,0,0,253.425
1,1772829817001,trial_start,running,4,14,2,3,1,66,BUBBLE,L,TIGHT,,,,28,,0,0,0
1,1772829817930,trial_success,running,4,14,2,3,1,66,BUBBLE,L,TIGHT,624,75.125,28,28,1,0,0,328.071
1,1772829817931,trial_start,running,4,14,2,3,2,67,BUBBLE,L,TIGHT,,,,7,,0,0,0
1,1772829818820,trial_success,running,4,14,2,3,2,67,BUBBLE,L,TIGHT,408,23.125,7,7,1,0,0,247.418
1,1772829818821,trial_start,running,4,14,2,3,3,68,BUBBLE,L,TIGHT,,,,8,,0,0,0
1,1772829819537,trial_success,running,4,14,2,3,3,68,BUBBLE,L,TIGHT,256,132.125,8,8,1,0,0,193.873
1,1772829819538,trial_start,running,4,14,2,3,4,69,BUBBLE,L,TIGHT,,,,15,,0,0,0
1,1772829820361,trial_success,running,4,14,2,3,4,69,BUBBLE,L,TIGHT,53,348.125,15,15,1,0,0,317.956
1,1772829820361,trial_start,running,4,14,2,3,5,70,BUBBLE,L,TIGHT,,,,29,,0,0,0
1,1772829821472,trial_success,running,4,14,2,3,5,70,BUBBLE,L,TIGHT,817,170.125,29,29,1,0,0,879.774
1,1772829821472,block_end,running,4,14,2,3,5,70,BUBBLE,L,TIGHT,,,,29,,0,0,879.774
1,1772829821472,rest_screen,rest,4,14,2,3,5,70,BUBBLE,L,TIGHT,,,,-1,,0,0,879.774
1,1772829822125,block_start,running,4,15,3,3,0,70,BUBBLE,L,TIGHT,,,,-1,,0,0,879.774
1,1772829822125,trial_start,running,4,15,3,3,1,71,BUBBLE,L,TIGHT,,,,6,,0,0,0
1,1772829823250,trial_success,running,4,15,3,3,1,71,BUBBLE,L,TIGHT,524,440.125,6,6,1,0,0,415.7
1,1772829823250,trial_start,running,4,15,3,3,2,72,BUBBLE,L,TIGHT,,,,19,,0,0,0
1,1772829824059,trial_success,running,4,15,3,3,2,72,BUBBLE,L,TIGHT,654,314.125,19,19,1,0,0,240.792
1,1772829824059,trial_start,running,4,15,3,3,3,73,BUBBLE,L,TIGHT,,,,23,,0,0,0
1,1772829824848,trial_success,running,4,15,3,3,3,73,BUBBLE,L,TIGHT,444,95.125,23,23,1,0,0,398.539
1,1772829824848,trial_start,running,4,15,3,3,4,74,BUBBLE,L,TIGHT,,,,19,,0,0,0
1,1772829825985,trial_success,running,4,15,3,3,4,74,BUBBLE,L,TIGHT,643,292.125,19,19,1,0,0,315.3
1,1772829825985,trial_start,running,4,15,3,3,5,75,BUBBLE,L,TIGHT,,,,11,,0,0,0
1,1772829826877,trial_success,running,4,15,3,3,5,75,BUBBLE,L,TIGHT,690,363.125,11,11,1,0,0,225.982
1,1772829826877,block_end,running,4,15,3,3,5,75,BUBBLE,L,TIGHT,,,,11,,0,0,225.982
1,1772829826877,rest_screen,rest,4,15,3,3,5,75,BUBBLE,L,TIGHT,,,,-1,,0,0,225.982
1,1772829827359,block_start,running,5,16,1,3,0,75,BUBBLE,M,LOOSE,,,,-1,,0,0,225.982
1,1772829827360,trial_start,running,5,16,1,3,1,76,BUBBLE,M,LOOSE,,,,1,,0,0,0
1,1772829828266,trial_success,running,5,16,1,3,1,76,BUBBLE,M,LOOSE,307,453.125,1,1,1,0,0,355.917
1,1772829828267,trial_start,running,5,16,1,3,2,77,BUBBLE,M,LOOSE,,,,29,,0,0,0
